"NC Code","Supplier","Brand Name","Age","Proof","Bottle Size","Retail Bottle Price","Mixed Beverage Price",
44-045,"Infinium Spirits","Seagram's Peach Vodka","","70",".75L","$9.95","$13.70",
44-047,"Sazerac Co.","Relska","","80",".375L","$3.95","$5.83",
44-071,"Infinium Spirits","Seagram's Juicy Watermelon","","70",".75L","$9.95","$13.70",
44-072,"Infinium Spirits","Seagram's Extra Smooth","","80","1.75L","$19.95","$28.70",
44-074,"Infinium Spirits","Seagram's Extra Smooth (PET)","","80",".75L","$9.95","$13.70",
44-075,"Infinium Spirits","Seagram's Extra Smooth","","80",".75L","$9.95","$13.70",
44-076,"Infinium Spirits","Seagram's Extra Smooth","","80",".375L","$6.45","$8.33",
44-078,"Campari America","Skyy Infusions Cherry","","70",".75L","$14.95","$18.70",
44-086,"Campari America","Skyy Infusions Raspberry","","70",".75L","$14.95","$18.70",
44-089,"Campari America","Skyy Infusions Vanilla Bean","","70",".75L","$14.95","$18.70",
44-090,"Campari America","Skyy Infusions Blood Orange","","80",".75L","$14.95","$18.70",
44-091,"Campari America","Skyy Infusions Georgia Peach","","70",".75L","$14.95","$18.70",
44-092,"Campari America","Skyy Infusions Pineapple","","70",".75L","$14.95","$18.70",
44-094,"Campari America","Skyy Infusions Wild Strawberry","","70",".75L","$14.95","$18.70",
44-096,"Campari America","Skyy Infusions Sun Ripened Watermelon","","80",".75L","$14.95","$18.70",
44-101,"Campari America","Skyy Infusions Citrus","","70",".75L","$14.95","$18.70",
44-105,"Campari America","Skyy 80","","80","1.75L","$24.95","$33.70",
44-107,"Campari America","Skyy 80","","80",".75L","$14.95","$18.70",
44-108,"Campari America","Skyy 80","","80",".375L","$9.45","$11.33",
44-131,"Sazerac NA","Skol","","80","1.75L","$11.95","$20.70",
44-133,"Sazerac NA","Skol","","80",".75L","$5.95","$9.70",
44-137,"Sazerac NA","Skol","","80",".375L","$2.75","$4.63",
44-138,"Diageo NA","Smirnoff Raspberry","","70","1.75L","$19.95","$28.70",
44-139,"Diageo NA","Smirnoff Raspberry","","70",".75L","$12.95","$16.70",
44-140,"Diageo NA","Smirnoff Raspberry PET","","70",".375L","$6.95","$8.83",
44-142,"Diageo NA","Smirnoff Orange","","70","1.75L","$19.95","$28.70",
44-143,"Diageo NA","Smirnoff Orange","","70",".75L","$12.95","$16.70",
44-145,"Diageo NA","Smirnoff Citrus","","70","1.75L","$19.95","$28.70",
44-146,"Diageo NA","Smirnoff Citrus","","70",".75L","$12.95","$16.70",
44-147,"Diageo NA","Smirnoff Citrus PET","","70",".375L","$6.95","$8.83",
44-149,"Diageo NA","Smirnoff 80 TRV","","80",".75L","$12.95","$16.70",
44-150,"Diageo NA","Smirnoff 80","","80","1.75L","$19.95","$28.70",
44-151,"Diageo NA","Smirnoff 80 (PET)","","80","1.75L","$19.95","$28.70",
44-152,"Diageo NA","Smirnoff 80","","80",".75L","$12.95","$16.70",
44-156,"Diageo NA","Smirnoff 80","","80",".375L","$6.95","$8.83",
44-158,"Diageo NA","Smirnoff Vanilla","","70",".75L","$12.95","$16.70",
44-161,"Diageo NA","Smirnoff Green Apple","","70",".75L","$12.95","$16.70",
44-165,"Diageo NA","Smirnoff Cranberry","","70",".75L","$12.95","$16.70",
44-168,"Diageo NA","Smirnoff Watermelon","","70",".75L","$12.95","$16.70",
44-171,"Sazerac Co.","Platinum 7X","","80","1.75L","$17.95","$26.70",
44-172,"Sazerac Co.","Platinum 7X Traveler","","80",".75L","$9.95","$13.70",
44-173,"Sazerac Co.","Platinum 7X","","80",".75L","$9.95","$13.70",
44-174,"Sazerac Co.","Platinum 7X","","80",".375L","$4.95","$6.83",
44-176,"Diageo NA","Smirnoff Strawberry","","70",".75L","$12.95","$16.70",
44-183,"Diageo NA","Smirnoff Cherry","","70",".75L","$12.95","$16.70",
44-186,"Diageo NA","Smirnoff Lime","","70",".75L","$12.95","$16.70",
44-189,"Diageo NA","Smirnoff Blueberry","","70",".75L","$12.95","$16.70",
44-194,"Diageo NA","Smirnoff Grape","","70",".75L","$12.95","$16.70",
44-197,"Diageo NA","Smirnoff Passion Fruit","","70",".75L","$12.95","$16.70",
44-199,"Diageo NA","Smirnoff Sorbet Lt Raspberry Pomegranate","","60",".75L","$12.95","$16.70",
44-201,"Sazerac Co.","Travelers Club Vodka 80","","80","1.75L","$10.95","$19.70",
44-202,"Sazerac Co.","Travelers Club Vodka 80","","80",".75L","$4.95","$8.70",
44-204,"Sazerac Co.","Travelers Club Vodka 80","","80",".375L","$2.75","$4.63",
44-209,"Diageo NA","Smirnoff Pineapple","","70",".75L","$12.95","$16.70",
44-219,"Diageo NA","Smirnoff Whipped Cream","","60",".75L","$12.95","$16.70",
44-221,"Diageo NA","Smirnoff Peach","","70",".75L","$12.95","$16.70",
44-225,"Diageo NA","Smirnoff Sours Green Apple","","60",".75L","$12.95","$16.70",
44-226,"Diageo NA","Smirnoff Sours Watermelon","","60",".75L","$12.95","$16.70",
44-229,"Diageo NA","Smirnoff Kissed Caramel","","60",".75L","$12.95","$16.70",
44-230,"Diageo NA","Smirnoff Sours Berry Lemon","","60",".75L","$12.95","$16.70",
44-232,"Pernod Ricard","Smithworks Vodka","","80",".75L","$12.95","$16.70",
44-237,"Fifth Generation","Tito's Handmade Vodka","","80","1.75L","$39.95","$48.70",
44-238,"Fifth Generation","Tito's Handmade Vodka","","80",".75L","$21.95","$25.70",
44-239,"Fifth Generation","Tito's Handmade Vodka","","80",".375L","$11.95","$13.83",
44-242,"Montebello Brands","Vladimir 80","","80","1.75L","$13.45","$22.20",
44-243,"Montebello Brands","Vladimir 80","","80",".75L","$6.45","$10.20",
44-245,"Montebello Brands","Vladimir 80","","80",".375L","$3.65","$5.53",
44-274,"Luxco","Wolfschmidt","","80","1.75L","$13.95","$22.70",
44-309,"Heaven Hill","Deep Eddy Vodka","","80",".375L","$8.95","$10.83",
44-310,"Heaven Hill","Deep Eddy Vodka","","80","1.75L","$32.95","$41.70",
44-311,"Heaven Hill","Deep Eddy Vodka","","80",".75L","$18.95","$22.70",
44-313,"Heaven Hill","Deep Eddy  Sweet Tea","","70",".75L","$18.95","$22.70",
44-314,"Heaven Hill","Deep Eddy  Ruby Red","","70","1.75L","$32.95","$41.70",
44-315,"Heaven Hill","Deep Eddy Ruby Red Grapefruit","","70",".75L","$18.95","$22.70",
44-316,"Heaven Hill","Deep Eddy Cranberry","","70",".75L","$18.95","$22.70",
44-317,"Heaven Hill","Deep Eddy Lemon","","70",".75L","$18.95","$22.70",
44-318,"Heaven Hill","Deep Eddy Peach","","70",".75L","$18.95","$22.70",
44-319,"Heaven Hill","Deep Eddy Lemon","","70","1.75L","$32.95","$41.70",
44-321,"Heaven Hill","Deep Eddy Orange","","70",".75L","$18.95","$22.70",
44-323,"Heaven Hill","Deep Eddy Ruby Red Vodka","","70",".375L","$8.95","$10.83",
44-327,"Heaven Hill","Deep Eddy lemon","","70",".375L","$8.95","$10.83",
44-350,"Sazerac Co.","Taaka Vodka","","80","1.75L","$11.45","$20.20",
44-351,"Sazerac Co.","Taaka Vodka","","80",".75L","$4.65","$8.40",
44-377,"Diageo NA","Smirnoff Zero Sugar Cucumber & Lime","","60",".75L","$12.95","$16.70",
44-379,"Diageo NA","Smirnoff Zero Sugar Strawberry and Rose","","60",".75L","$12.95","$16.70",
44-381,"Diageo NA","Smirnoff Zero Sugar Watermelon and Mint","","60",".75L","$12.95","$16.70",
44-406,"Blackbird Spirits","Dr. Stoner's Fresh Herb Vodka","","84",".75L","$27.95","$31.70",
44-700,"M. S. Walker","Don Cossack Light","","53","1.75L","$10.95","$19.70",
46-010,"Heaven Hill","Aristocrat Vodka 100","","100","1.75L","$17.95","$26.70",
46-011,"Heaven Hill","Aristocrat Vodka 100","","100",".75L","$8.40","$12.15",
46-012,"Heaven Hill","Aristocrat Vodka 100","","100",".375L","$4.95","$6.83",
46-153,"Sazerac NA","Mr. Boston","","100","1.75L","$17.25","$26.00",
46-155,"Sazerac NA","Mr. Boston","","100",".75L","$7.95","$11.70",
46-211,"McCormick","360 Georgia Peach","","70",".75L","$13.95","$17.70",
46-222,"McCormick","360 Vodka","","80","1.75L","$24.95","$33.70",
46-223,"McCormick","360 Vodka","","80",".75L","$13.95","$17.70",
46-228,"Diageo NA","Smirnoff 100","","100","1.75L","$26.95","$35.70",
46-230,"Diageo NA","Smirnoff 100","","100",".75L","$15.95","$19.70",
46-234,"Diageo NA","Smirnoff 100","","100",".375L","$8.95","$10.83",
46-255,"Montebello Brands","Vladimir 100","","100","1.75L","$16.95","$25.70",
46-257,"Sazerac Co.","Wheatley Vodka","","82",".75L","$21.95","$25.70",
46-284,"Heaven Hill","Aristocrat Vodka 90","","90","1.75L","$14.95","$23.70",
46-285,"Heaven Hill","Aristocrat Vodka 90","","90",".75L","$8.25","$12.00",
46-287,"Heaven Hill","Aristocrat Vodka 90","","90",".375L","$4.75","$6.63",
46-404,"Sazerac Co.","Nikolai 90","","90","1.75L","$15.95","$24.70",
46-495,"Diageo NA","Smirnoff Silver","","90","1.75L","$22.95","$31.70",
46-497,"Diageo NA","Smirnoff Silver","","90",".75L","$13.95","$17.70",
46-501,"Diageo NA","Smirnoff Silver","","90",".375L","$7.95","$9.83",
46-504,"Pernod Ricard","Absolut Juice Strawberry","","70",".75L","$17.95","$21.70",
46-506,"Pernod Ricard","Absolut Elyx","","84.6",".75L","$34.95","$38.70",
46-508,"Pernod Ricard","Absolut Apeach","","80",".75L","$19.95","$23.70",
46-509,"Pernod Ricard","Absolut Juice Apple","","70",".75L","$17.95","$21.70",
46-511,"Pernod Ricard","Absolut Raspberri","","80",".75L","$19.95","$23.70",
46-512,"Pernod Ricard","Absolut Lime","","80",".75L","$19.95","$23.70",
46-514,"Pernod Ricard","Absolut Vanilia","","80",".75L","$19.95","$23.70",
46-516,"Pernod Ricard","Absolut Mandrin","","80","1.75L","$39.95","$48.70",
46-517,"Pernod Ricard","Absolut Mandrin","","80",".75L","$19.95","$23.70",
46-518,"Pernod Ricard","Absolut Mandrin","","80",".375L","$11.95","$13.83",
46-519,"Pernod Ricard","Absolut Citron","","80","1.75L","$39.95","$48.70",
46-520,"Pernod Ricard","Absolut Citron","","80",".75L","$19.95","$23.70",
46-521,"Pernod Ricard","Absolut Citron","","80",".375L","$11.95","$13.83",
46-523,"Pernod Ricard","Absolut Peppar","","80",".75L","$19.95","$23.70",
46-525,"Pernod Ricard","Absolut Grapefruit","","80",".75L","$19.95","$23.70",
46-528,"Pernod Ricard","Absolut Pears","","80",".75L","$19.95","$23.70",
46-530,"Pernod Ricard","Absolut","","80","1.75L","$39.95","$48.70",
46-531,"Pernod Ricard","Absolut","","80",".75L","$19.95","$23.70",
46-533,"Pernod Ricard","Absolut","","80",".375L","$11.95","$13.83",
46-537,"Pernod Ricard","Absolut Mango","","80",".75L","$19.95","$23.70",
46-538,"Brown - Forman","Finlandia","","80","1.75L","$27.95","$36.70",
46-539,"Brown - Forman","Finlandia","","80",".75L","$15.95","$19.70",
46-540,"Pernod Ricard","Absolut Lime","","80","1.75L","$39.95","$48.70",
46-542,"Pernod Ricard","Absolut Lime","","80",".375L","$11.95","$13.83",
46-552,"MHW/ Chopin Vodka","Chopin Potato","","80","1.75L","$49.95","$58.70",
46-553,"MHW/ Chopin Vodka","Chopin Potato","","80",".75L","$27.95","$31.70",
46-557,"Moet Hennessy","Belvedere","","80","1.75L","$54.95","$63.70",
46-558,"Moet Hennessy","Belvedere Pure","","80",".75L","$29.95","$33.70",
46-559,"Moet Hennessy","Belvedere","","80",".375L","$13.95","$15.83",
46-561,"Moet Hennessy","Belvedere Smogory Forest Rye","","80",".75L","$32.95","$36.70",
46-567,"Stoli Group USA","Stoli Blueberi","","75",".75L","$19.95","$23.70",
46-576,"Stoli Group USA","Stoli Ohranj","","75",".75L","$19.95","$23.70",
46-578,"Stoli Group USA","Stoli Elit","","80",".75L","$49.95","$53.70",
46-581,"Stoli Group USA","Stolichnaya 100","","100",".75L","$25.95","$29.70",
46-588,"Stoli Group USA","Stoli Razberi","","75",".75L","$19.95","$23.70",
46-592,"Stoli Group USA","Stoli Vanil","","75",".75L","$19.95","$23.70",
46-594,"Stoli Group USA","Stolichnaya 80","","80","1.75L","$39.95","$48.70",
46-595,"Stoli Group USA","Stolichnaya 80","","80",".75L","$19.95","$23.70",
46-599,"Stoli Group USA","Stolichnaya 80","","80",".375L","$9.95","$11.83",
46-605,"Stoli Group USA","Stoli Lime","","75",".75L","$19.95","$23.70",
46-610,"Diageo NA","Tanqueray Sterling","","80","1.75L","$19.95","$28.70",
46-611,"Diageo NA","Tanqueray Sterling","","80",".75L","$12.95","$16.70",
46-621,"Klin Spirits","Hammer + Sickle","","80",".75L","$19.95","$23.70",
46-623,"Beam Suntory","Haku Vodka","","80",".75L","$27.95","$31.70",
46-640,"Sazerac Co.","Fris","","80","1.75L","$13.95","$22.70",
46-641,"Sazerac Co.","Fris","","80",".75L","$9.95","$13.70",
46-645,"MHW/ Broken Shed","Broken Shed Vodka","","80",".75L","$26.95","$30.70",
46-649,"Park St Imp/ Pure Holdings","Purus Organic Wheat Vodka","","80",".75L","$23.95","$27.70",
46-665,"Diageo NA","Ciroc Mango","","70","1.75L","$52.95","$61.70",
46-666,"Diageo NA","Ciroc Mango","","70",".75L","$29.95","$33.70",
46-667,"Diageo NA","Ciroc Mango","","70",".375L","$17.95","$19.83",
46-670,"Diageo NA","Ciroc Apple","","70","1.75L","$52.95","$61.70",
46-671,"Diageo NA","Ciroc Apple","","70",".75L","$29.95","$33.70",
46-672,"Diageo NA","Ciroc Apple","","70",".375L","$17.95","$19.83",
46-712,"Diageo NA","Ciroc Red Berry","","70","1.75L","$52.95","$61.70",
46-713,"Diageo NA","Ciroc Red Berry","","70",".75L","$29.95","$33.70",
46-714,"Diageo NA","Ciroc Red Berry","","70",".375L","$17.95","$19.83",
46-715,"Diageo NA","Ciroc Coconut","","70","1.75L","$52.95","$61.70",
46-716,"Diageo NA","Ciroc Coconut","","70",".75L","$29.95","$33.70",
46-717,"Diageo NA","Ciroc Coconut","","70",".375L","$17.95","$19.83",
46-718,"Diageo NA","Ciroc","","80","1.75L","$52.95","$61.70",
46-720,"Diageo NA","Ciroc","","80",".75L","$29.95","$33.70",
46-721,"Diageo NA","Ciroc","","80",".375L","$17.95","$19.83",
46-723,"Diageo NA","Ciroc Peach","","70",".75L","$29.95","$33.70",
46-729,"Diageo NA","Ciroc Peach","","70","1.75L","$52.95","$61.70",
46-730,"Diageo NA","Ciroc Peach","","70",".375L","$17.95","$19.83",
46-734,"Diageo NA","Ciroc French Vanilla","","70",".75L","$29.95","$33.70",
46-735,"Diageo NA","Ciroc French Vanilla","","70",".375L","$17.95","$19.83",
46-736,"Russian Standard Vodka USA","Russian Standard Original","","80","1.75L","$33.95","$42.70",
46-737,"Russian Standard Vodka USA","Russian Standard Original","","80",".75L","$19.95","$23.70",
46-746,"Deutsch Family W & S","Luksusowa Potato","","80","1.75L","$22.95","$31.70",
46-747,"Deutsch Family W & S","Luksusowa Potato","","80",".75L","$12.95","$16.70",
46-751,"Diageo NA","Ciroc Pineapple","","70","1.75L","$52.95","$61.70",
46-752,"Diageo NA","Ciroc Pineapple","","70",".75L","$29.95","$33.70",
46-753,"Diageo NA","Ciroc Pineapple","","70",".375L","$17.95","$19.83",
46-758,"Imperial Brands","Sobieski Polish","","80","1.75L","$17.95","$26.70",
46-759,"Imperial Brands","Sobieski Polish","","80",".75L","$10.95","$14.70",
46-765,"Sazerac/ 375 Park Ave Spirits","Van Gogh Double Espresso","","70",".75L","$19.95","$23.70",
46-783,"Luxco","Pearl","","80","1.75L","$15.95","$24.70",
46-784,"Luxco","Pearl","","80",".75L","$9.95","$13.70",
46-801,"Vodka Brands","Blue Diamond","","80",".75L","$17.95","$21.70",
46-810,"Proximo Spirits","Three Olives Rosé","","70",".75L","$14.95","$18.70",
46-822,"Proximo Spirits","Three Olives Cherry","","70",".75L","$14.95","$18.70",
46-826,"Proximo Spirits","Three Olives","","80","1.75L","$26.95","$35.70",
46-827,"Proximo Spirits","Three Olives","","80",".75L","$14.95","$18.70",
46-829,"Bacardi","Grey Goose VX","","80",".75L","$59.95","$63.70",
46-836,"Bacardi","Grey Goose","","80","1.75L","$54.95","$63.70",
46-837,"Bacardi","Grey Goose","","80",".75L","$29.95","$33.70",
46-838,"Bacardi","Grey Goose","","80",".375L","$17.95","$19.83",
46-840,"Bacardi","Grey Goose L'Orange","","80","1.75L","$49.95","$58.70",
46-841,"Bacardi","Grey Goose L'Orange","","80",".75L","$28.95","$32.70",
46-842,"Bacardi","Grey Goose L'Orange","","80",".375L","$14.95","$16.83",
46-844,"Bacardi","Grey Goose Le Citron","","80",".75L","$28.95","$32.70",
46-845,"Bacardi","Grey Goose Le Citron","","80",".375L","$14.95","$16.83",
46-847,"Bacardi","Grey Goose La Poire","","80",".75L","$28.95","$32.70",
46-848,"Bacardi","Grey Goose Cherry Noir","","80",".75L","$28.95","$32.70",
46-849,"Bacardi","Grey Goose Cherry Noir","","80",".375L","$14.95","$16.83",
46-859,"Diageo NA","Ketel One","","80","1.75L","$44.95","$53.70",
46-860,"Diageo NA","Ketel One","","80",".75L","$22.95","$26.70",
46-861,"Diageo NA","Ketel One","","80",".375L","$13.95","$15.83",
46-862,"Constellation Brands","Svedka Strawberry Lemonade","","70",".75L","$13.95","$17.70",
46-867,"Constellation Brands","Svedka Traveler","","80",".75L","$12.95","$16.70",
46-868,"Constellation Brands","Svedka","","80","1.75L","$22.95","$31.70",
46-869,"Constellation Brands","Svedka","","80",".75L","$12.95","$16.70",
46-870,"Constellation Brands","Svedka","","80",".375L","$6.95","$8.83",
46-874,"Constellation Brands","Svedka Citron","","70","1.75L","$22.95","$31.70",
46-875,"Castle Brands","Boru Original Irish","","80","1.75L","$21.95","$30.70",
46-879,"Constellation Brands","Svedka Cucumber Lime","","70",".75L","$13.95","$17.70",
46-880,"Constellation Brands","Svedka Mango Pineapple","","70",".75L","$13.95","$17.70",
46-882,"Diageo NA","Ketel One Oranje","","80",".75L","$24.95","$28.70",
46-884,"Diageo NA","Ketel One Citroen","","80","1.75L","$44.95","$53.70",
46-885,"Diageo NA","Ketel One Citroen","","80",".75L","$24.95","$28.70",
46-887,"Diageo NA","Ketel One Botanical Cucumber & Mint","","60",".75L","$24.95","$28.70",
46-889,"Diageo NA","Ketel One Botanical Peach & Orange Blossom","","60",".75L","$24.95","$28.70",
46-891,"Diageo NA","Ketel One Botanical Grapefruit & Rose","","60",".75L","$24.95","$28.70",
46-894,"Park St Imp/ Drake's Organic Spirits","Drake's Organic LE Vodka","","80",".75L","$19.95","$23.70",
46-899,"Constellation Brands","Svedka Clementine","","70","1.75L","$22.95","$31.70",
46-902,"Constellation Brands","Svedka Blue Raspberry","","70",".75L","$13.95","$17.70",
46-925,"Beam Suntory","Effen Yuzu Citrus","MANY","75",".75L","$24.95","$28.70",
46-926,"Beam Suntory","Effen Rose","","75",".75L","$24.95","$28.70",
46-928,"Beam Suntory","Effen Blood Orange","","75",".75L","$24.95","$28.70",
46-929,"Beam Suntory","Effen Green Apple","","75",".75L","$24.95","$28.70",
46-930,"Beam Suntory","Effen Dutch Raspberry","","75",".75L","$24.95","$28.70",
46-931,"Beam Suntory","Effen Black Cherry","","75",".75L","$24.95","$28.70",
46-932,"Beam Suntory","Effen Cucumber","","75",".75L","$24.95","$28.70",
46-934,"Beam Suntory","Effen","","80",".75L","$24.95","$28.70",
46-935,"Beam Suntory","Effen Vodka","","80",".375L","$14.95","$16.83",
46-941,"Proximo Spirits","Three Olives Triple Shot Espresso","","70",".75L","$14.95","$18.70",
46-947,"Proximo Spirits","Three Olives Loopy","","70",".75L","$14.95","$18.70",
46-949,"Proximo Spirits","Three Olives Grape","","70",".75L","$14.95","$18.70",
46-952,"Proximo Spirits","Three Olives Berry","","70",".75L","$14.95","$18.70",
46-953,"Beam Suntory","Pinnacle Whipped","","60","1.75L","$17.95","$26.70",
46-957,"Beam Suntory","Pinnacle Whipped","","60",".75L","$9.95","$13.70",
46-960,"Beam Suntory","Pinnacle Kiwi-Strawberry","","70",".75L","$9.95","$13.70",
46-961,"Beam Suntory","Pinnacle Citrus","","70",".75L","$9.95","$13.70",
46-962,"Beam Suntory","Pinnacle Citrus","","70","1.75L","$17.95","$26.70",
46-964,"Beam Suntory","Pinnacle Raspberry","","70",".75L","$9.95","$13.70",
46-965,"Beam Suntory","Pinnacle Kiwi Strawberry","","70","1.75L","$17.95","$26.70",
46-967,"Beam Suntory","Pinnacle Cherry","","70",".75L","$9.95","$13.70",
46-970,"Beam Suntory","Pinnacle 100","","100",".375L","$8.95","$10.83",
46-973,"Beam Suntory","Pinnacle 100","","100",".75L","$15.95","$19.70",
46-974,"Beam Suntory","Pinnacle 100","","100","1.75L","$25.95","$34.70",
46-975,"Beam Suntory","Pinnacle","","80","1.75L","$17.95","$26.70",
46-976,"Beam Suntory","Pinnacle","","80",".75L","$9.95","$13.70",
46-977,"Beam Suntory","Pinnacle","","80",".375L","$5.95","$7.83",
46-978,"Beam Suntory","Pinnacle (PET)","","80",".75L","$9.95","$13.70",
46-979,"Beam Suntory","Pinnacle Orange","","70",".75L","$9.95","$13.70",
46-980,"Beam Suntory","Pinnacle Tropical Punch","","70",".75L","$9.95","$13.70",
46-981,"Beam Suntory","Pinnacle Chocolate Whipped","","70",".75L","$9.95","$13.70",
46-983,"Beam Suntory","Pinnacle Cake","","70",".75L","$9.95","$13.70",
46-992,"Infinium Spirits","Crystal Head","","80",".75L","$49.95","$53.70",
47-004,"William Grant","Reyka","","80",".75L","$22.95","$26.70",
47-006,"William Grant","Reyka","","80","1.75L","$36.95","$45.70",
47-017,"Bacardi","Bacardi Oakheart Spiced Rum","","70","1.75L","$21.95","$30.70",
47-018,"Bacardi","Bacardi Oakheart Spiced Rum","","70",".75L","$9.95","$13.70",
47-019,"Bacardi","Bacardi Oakheart Spiced Rum","","70",".375L","$6.95","$8.83",
47-051,"MHW/ Fishbowl","Blue Chair Bay Coconut Rum","","53",".75L","$18.95","$22.70",
47-055,"MHW/ Fishbowl","Blue Chair Bay Banana Rum Cream","","30",".75L","$18.95","$22.70",
47-059,"MHW/ Fishbowl","Blue Chair Bay Key Lime Cream","","30",".75L","$18.95","$22.70",
47-101,"Diageo NA","Ron Zacapa 23Y","023Y","80",".75L","$49.95","$53.70",
47-104,"Jago USA","Jav's Rum","012Y","80",".75L","$38.95","$42.70",
47-107,"Infinium Spirits","Zaya Rum","016Y","80",".75L","$29.95","$33.70",
47-116,"Beam Suntory","Calico Jack Cherry Rum","","42",".75L","$8.95","$12.70",
47-118,"Beam Suntory","Calico Jack Coconut Rum","","42","1.75L","$16.95","$25.70",
47-119,"Beam Suntory","Calico Jack Coconut Rum","","42",".75L","$8.95","$12.70",
47-121,"Beam Suntory","Calico Jack Spiced Rum","","70","1.75L","$16.95","$25.70",
47-122,"Beam Suntory","Calico Jack Pineapple Rum","","42",".75L","$8.95","$12.70",
47-133,"Beam Suntory","Calico Jack Spiced Rum","","70",".75L","$8.95","$12.70",
47-139,"Cane Ventures","Gordian Knot","008Y","84",".75L","$32.50","$36.25",
47-145,"Sazerac NA","Calypso Spiced Rum","","70","1.75L","$15.95","$24.70",
47-156,"E & J Gallo Winery","Diplomatico Reserva Exclusiva","012Y","80",".75L","$44.95","$48.70",
47-174,"Demerara Distillers","EL Dorado Superior 12Y Rum (6)","012Y","80",".75L","$39.95","$43.70",
47-195,"Sovereign Brands","Bumbu Rum","","70",".75L","$36.95","$40.70",
47-196,"Sovereign Brands","Bumbu XO","015Y","80",".75L","$42.95","$46.70",
47-234,"Sans Wine & Spirits","Bacoo Dominican 5Y","005Y","80",".75L","$19.95","$23.70",
47-235,"Sans Wine & Spirits","Bacoo Dominican 8Y","008Y","80",".75L","$24.95","$28.70",
47-237,"Sans Wine & Spirits","Bacoo Dominican 12Y","012Y","80",".75L","$28.95","$32.70",
47-263,"Diageo NA","The Naked Turtle","","80","1.75L","$23.95","$32.70",
47-265,"Diageo NA","The Naked Turtle","","80",".75L","$10.95","$14.70",
47-289,"Deutsch Family W & S","Plantation Grand Reserve 5Y Rum","005Y","80",".75L","$24.95","$28.70",
47-293,"Deutsch Family W & S","Plantation Original Dark Rum","004Y","80",".75L","$17.95","$21.70",
47-296,"Deutsch Family W & S","Plantation Pineapple Rum","","80",".75L","$29.95","$33.70",
47-299,"Deutsch Family W & S","Plantation Xaymaca Special Dry","004Y","86",".75L","$24.95","$28.70",
47-387,"Bacardi","Havana Club Anejo Blanco","","80",".75L","$19.95","$23.70",
47-390,"Bacardi","Havana Club Anejo Clasico","","80",".75L","$21.95","$25.70",
47-470,"Heaven Hill","Ron Llave Blanco Supremo","","80","1.75L","$17.75","$26.50",
47-471,"Heaven Hill","Ron Llave Blanco Supremo","","80",".75L","$7.95","$11.70",
47-474,"Heaven Hill","Ron Llave Oro Supremo","","80","1.75L","$17.75","$26.50",
47-475,"Heaven Hill","Ron Llave Oro Supremo","","80",".75L","$7.95","$11.70",
47-499,"E & J Gallo Winery","RumHaven Coconut Caribbean","","42",".75L","$14.95","$18.70",
47-562,"Heaven Hill","Whaler's "Killer" Coconut","","40",".75L","$9.95","$13.70",
47-565,"Heaven Hill","Whaler's Vanille","","60",".75L","$9.95","$13.70",
47-568,"Patron Spirits","Pyrat  XO Reserve Rum","","80",".75L","$34.95","$38.70",
47-630,"Bacardi","Bacardi Banana","","70",".75L","$9.95","$13.70",
47-651,"Proximo Spirits","Kraken Original Spiced Rum 94P","","94","1.75L","$30.95","$39.70",
47-652,"Proximo Spirits","Kraken Original Spiced Rum 94P","","94",".75L","$20.95","$24.70",
47-653,"Proximo Spirits","Kraken Original Spiced Rum 94P","","94",".375L","$11.45","$13.33",
47-655,"Proximo Spirits","Kraken Dark Spiced Rum 70P","","70",".75L","$19.95","$23.70",
47-665,"3 Badge Beverage Corp","Kirk and Sweeney 23Y","023Y","80",".75L","$54.95","$58.70",
47-666,"3 Badge Beverage Corp","Kirk and Sweeney 18Y","018Y","80",".75L","$44.95","$48.70",
47-667,"3 Badge Beverage Corp","Kirk and Sweeney 12Y","012Y","80",".75L","$32.95","$36.70",
47-750,"Bacardi","Bacardi 8 Ocho","","80",".75L","$29.95","$33.70",
47-761,"Bacardi","Bacardi Raspberry","","70","1.75L","$20.95","$29.70",
47-762,"Bacardi","Bacardi Raspberry","","70",".75L","$9.95","$13.70",
47-765,"Bacardi","Bacardi Coconut","","70","1.75L","$20.95","$29.70",
47-766,"Bacardi","Bacardi Coconut","","70",".75L","$12.95","$16.70",
47-774,"Bacardi","Bacardi Dragonberry","","70","1.75L","$20.95","$29.70",
47-775,"Bacardi","Bacardi Dragonberry","","70",".75L","$12.95","$16.70",
47-777,"Bacardi","Bacardi Pineapple","","70","1.75L","$20.95","$29.70",
47-778,"Bacardi","Bacardi Pineapple","","70",".75L","$9.95","$13.70",
47-779,"Bacardi","Bacardi Pineapple","","70",".375L","$6.95","$8.83",
47-780,"Bacardi","Bacardi Mango","","70","1.75L","$20.95","$29.70",
47-781,"Bacardi","Bacardi Mango","","70",".75L","$12.95","$16.70",
47-786,"Bacardi","Bacardi Lime","","70",".75L","$9.95","$13.70",
47-798,"Bacardi","Bacardi Limon","","70","1.75L","$20.95","$29.70",
47-799,"Bacardi","Bacardi Limon","","70",".75L","$12.95","$16.70",
47-800,"Bacardi","Bacardi Limon","","70",".375L","$6.95","$8.83",
47-801,"Bacardi","Bacardi Black","","80","1.75L","$21.95","$30.70",
47-803,"Bacardi","Bacardi Black","","80",".75L","$12.95","$16.70",
47-806,"Bacardi","Bacardi Black","","80",".375L","$6.95","$8.83",
